#,Title,Difficulty,Acceptance rate,LeetCode Link
808,Soup Servings,MEDIUM,41.07%,https://leetcode.com/problems/soup-servings
809,Expressive Words,MEDIUM,46.44%,https://leetcode.com/problems/expressive-words
810,Chalkboard XOR Game,HARD,50.22%,https://leetcode.com/problems/chalkboard-xor-game
811,Subdomain Visit Count,EASY,71.66%,https://leetcode.com/problems/subdomain-visit-count
812,Largest Triangle Area,EASY,59.03%,https://leetcode.com/problems/largest-triangle-area
813,Largest Sum of Averages,MEDIUM,51.19%,https://leetcode.com/problems/largest-sum-of-averages
814,Binary Tree Pruning,MEDIUM,72.13%,https://leetcode.com/problems/binary-tree-pruning
815,Bus Routes,HARD,43.5%,https://leetcode.com/problems/bus-routes
816,Ambiguous Coordinates,MEDIUM,48.14%,https://leetcode.com/problems/ambiguous-coordinates
817,Linked List Components,MEDIUM,57.79%,https://leetcode.com/problems/linked-list-components
818,Race Car,HARD,40.26%,https://leetcode.com/problems/race-car
819,Most Common Word,EASY,45.49%,https://leetcode.com/problems/most-common-word
820,Short Encoding of Words,MEDIUM,54.99%,https://leetcode.com/problems/short-encoding-of-words
821,Shortest Distance to a Character,EASY,70.03%,https://leetcode.com/problems/shortest-distance-to-a-character
822,Card Flipping Game,MEDIUM,43.74%,https://leetcode.com/problems/card-flipping-game
823,Binary Trees With Factors,MEDIUM,43.74%,https://leetcode.com/problems/binary-trees-with-factors
824,Goat Latin,EASY,66.82%,https://leetcode.com/problems/goat-latin
825,Friends Of Appropriate Ages,MEDIUM,44.23%,https://leetcode.com/problems/friends-of-appropriate-ages
826,Most Profit Assigning Work,MEDIUM,39.27%,https://leetcode.com/problems/most-profit-assigning-work
827,Making A Large Island,HARD,47.35%,https://leetcode.com/problems/making-a-large-island
828,Count Unique Characters of All Substrings of a Given String,HARD,46.83%,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string
829,Consecutive Numbers Sum,HARD,39.25%,https://leetcode.com/problems/consecutive-numbers-sum
830,Positions of Large Groups,EASY,50.47%,https://leetcode.com/problems/positions-of-large-groups
831,Masking Personal Information,MEDIUM,44.77%,https://leetcode.com/problems/masking-personal-information
832,Flipping an Image,EASY,78.28%,https://leetcode.com/problems/flipping-an-image
833,Find And Replace in String,MEDIUM,51.48%,https://leetcode.com/problems/find-and-replace-in-string
834,Sum of Distances in Tree,HARD,46.46%,https://leetcode.com/problems/sum-of-distances-in-tree
835,Image Overlap,MEDIUM,61.66%,https://leetcode.com/problems/image-overlap
836,Rectangle Overlap,EASY,43.85%,https://leetcode.com/problems/rectangle-overlap
837,New 21 Game,MEDIUM,35.43%,https://leetcode.com/problems/new-21-game
838,Push Dominoes,MEDIUM,49.96%,https://leetcode.com/problems/push-dominoes
839,Similar String Groups,HARD,41.39%,https://leetcode.com/problems/similar-string-groups
840,Magic Squares In Grid,MEDIUM,37.85%,https://leetcode.com/problems/magic-squares-in-grid
841,Keys and Rooms,MEDIUM,66.41%,https://leetcode.com/problems/keys-and-rooms
842,Split Array into Fibonacci Sequence,MEDIUM,36.99%,https://leetcode.com/problems/split-array-into-fibonacci-sequence
843,Guess the Word,HARD,46.41%,https://leetcode.com/problems/guess-the-word
844,Backspace String Compare,EASY,47.13%,https://leetcode.com/problems/backspace-string-compare
845,Longest Mountain in Array,MEDIUM,38.64%,https://leetcode.com/problems/longest-mountain-in-array
846,Hand of Straights,MEDIUM,55.5%,https://leetcode.com/problems/hand-of-straights
847,Shortest Path Visiting All Nodes,HARD,54.01%,https://leetcode.com/problems/shortest-path-visiting-all-nodes
848,Shifting Letters,MEDIUM,45.23%,https://leetcode.com/problems/shifting-letters
849,Maximize Distance to Closest Person,MEDIUM,44.52%,https://leetcode.com/problems/maximize-distance-to-closest-person
850,Rectangle Area II,HARD,48.38%,https://leetcode.com/problems/rectangle-area-ii
851,Loud and Rich,MEDIUM,52.79%,https://leetcode.com/problems/loud-and-rich
852,Peak Index in a Mountain Array,EASY,71.69%,https://leetcode.com/problems/peak-index-in-a-mountain-array
853,Car Fleet,MEDIUM,44.21%,https://leetcode.com/problems/car-fleet
854,K-Similar Strings,HARD,38.71%,https://leetcode.com/problems/k-similar-strings
855,Exam Room,MEDIUM,43.45%,https://leetcode.com/problems/exam-room
856,Score of Parentheses,MEDIUM,64.83%,https://leetcode.com/problems/score-of-parentheses
857,Minimum Cost to Hire K Workers,HARD,50.46%,https://leetcode.com/problems/minimum-cost-to-hire-k-workers
858,Mirror Reflection,MEDIUM,59.66%,https://leetcode.com/problems/mirror-reflection
859,Buddy Strings,EASY,29.17%,https://leetcode.com/problems/buddy-strings
860,Lemonade Change,EASY,51.84%,https://leetcode.com/problems/lemonade-change
861,Score After Flipping Matrix,MEDIUM,73.78%,https://leetcode.com/problems/score-after-flipping-matrix
862,Shortest Subarray with Sum at Least K,HARD,25.26%,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k
863,All Nodes Distance K in Binary Tree,MEDIUM,58.12%,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree
864,Shortest Path to Get All Keys,HARD,42.31%,https://leetcode.com/problems/shortest-path-to-get-all-keys
865,Smallest Subtree with all the Deepest Nodes,MEDIUM,64.99%,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes
866,Prime Palindrome,MEDIUM,25.01%,https://leetcode.com/problems/prime-palindrome
867,Transpose Matrix,EASY,61.98%,https://leetcode.com/problems/transpose-matrix
868,Binary Gap,EASY,60.95%,https://leetcode.com/problems/binary-gap
869,Reordered Power of 2,MEDIUM,61.22%,https://leetcode.com/problems/reordered-power-of-2
870,Advantage Shuffle,MEDIUM,50.71%,https://leetcode.com/problems/advantage-shuffle
871,Minimum Number of Refueling Stops,HARD,32.43%,https://leetcode.com/problems/minimum-number-of-refueling-stops
872,Leaf-Similar Trees,EASY,64.48%,https://leetcode.com/problems/leaf-similar-trees
873,Length of Longest Fibonacci Subsequence,MEDIUM,48.22%,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence
874,Walking Robot Simulation,EASY,36.73%,https://leetcode.com/problems/walking-robot-simulation
875,Koko Eating Bananas,MEDIUM,53.48%,https://leetcode.com/problems/koko-eating-bananas
876,Middle of the Linked List,EASY,69.18%,https://leetcode.com/problems/middle-of-the-linked-list
877,Stone Game,MEDIUM,67.07%,https://leetcode.com/problems/stone-game
878,Nth Magical Number,HARD,28.85%,https://leetcode.com/problems/nth-magical-number
879,Profitable Schemes,HARD,39.92%,https://leetcode.com/problems/profitable-schemes
880,Decoded String at Index,MEDIUM,28.18%,https://leetcode.com/problems/decoded-string-at-index
881,Boats to Save People,MEDIUM,49.03%,https://leetcode.com/problems/boats-to-save-people
882,Reachable Nodes In Subdivided Graph,HARD,43.08%,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph
883,Projection Area of 3D Shapes,EASY,68.44%,https://leetcode.com/problems/projection-area-of-3d-shapes
884,Uncommon Words from Two Sentences,EASY,64.2%,https://leetcode.com/problems/uncommon-words-from-two-sentences
885,Spiral Matrix III,MEDIUM,71.03%,https://leetcode.com/problems/spiral-matrix-iii
886,Possible Bipartition,MEDIUM,45.26%,https://leetcode.com/problems/possible-bipartition
887,Super Egg Drop,HARD,27.0%,https://leetcode.com/problems/super-egg-drop
888,Fair Candy Swap,EASY,59.12%,https://leetcode.com/problems/fair-candy-swap
889,Construct Binary Tree from Preorder and Postorder Traversal,MEDIUM,67.8%,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal
890,Find and Replace Pattern,MEDIUM,74.19%,https://leetcode.com/problems/find-and-replace-pattern
891,Sum of Subsequence Widths,HARD,33.05%,https://leetcode.com/problems/sum-of-subsequence-widths
892,Surface Area of 3D Shapes,EASY,59.91%,https://leetcode.com/problems/surface-area-of-3d-shapes
893,Groups of Special-Equivalent Strings,EASY,69.45%,https://leetcode.com/problems/groups-of-special-equivalent-strings
894,All Possible Full Binary Trees,MEDIUM,77.18%,https://leetcode.com/problems/all-possible-full-binary-trees
895,Maximum Frequency Stack,HARD,63.19%,https://leetcode.com/problems/maximum-frequency-stack
896,Monotonic Array,EASY,57.94%,https://leetcode.com/problems/monotonic-array
897,Increasing Order Search Tree,EASY,74.56%,https://leetcode.com/problems/increasing-order-search-tree
898,Bitwise ORs of Subarrays,MEDIUM,34.33%,https://leetcode.com/problems/bitwise-ors-of-subarrays
899,Orderly Queue,HARD,53.38%,https://leetcode.com/problems/orderly-queue
900,RLE Iterator,MEDIUM,55.54%,https://leetcode.com/problems/rle-iterator
901,Online Stock Span,MEDIUM,61.44%,https://leetcode.com/problems/online-stock-span
902,Numbers At Most N Given Digit Set,HARD,36.09%,https://leetcode.com/problems/numbers-at-most-n-given-digit-set
903,Valid Permutations for DI Sequence,HARD,54.2%,https://leetcode.com/problems/valid-permutations-for-di-sequence
904,Fruit Into Baskets,MEDIUM,43.03%,https://leetcode.com/problems/fruit-into-baskets
905,Sort Array By Parity,EASY,75.0%,https://leetcode.com/problems/sort-array-by-parity
906,Super Palindromes,HARD,32.76%,https://leetcode.com/problems/super-palindromes
907,Sum of Subarray Minimums,MEDIUM,33.13%,https://leetcode.com/problems/sum-of-subarray-minimums
908,Smallest Range I,EASY,66.36%,https://leetcode.com/problems/smallest-range-i
909,Snakes and Ladders,MEDIUM,39.33%,https://leetcode.com/problems/snakes-and-ladders
910,Smallest Range II,MEDIUM,31.23%,https://leetcode.com/problems/smallest-range-ii
911,Online Election,MEDIUM,51.4%,https://leetcode.com/problems/online-election
912,Sort an Array,MEDIUM,64.66%,https://leetcode.com/problems/sort-an-array
913,Cat and Mouse,HARD,34.82%,https://leetcode.com/problems/cat-and-mouse
914,X of a Kind in a Deck of Cards,EASY,34.06%,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards
915,Partition Array into Disjoint Intervals,MEDIUM,46.26%,https://leetcode.com/problems/partition-array-into-disjoint-intervals
916,Word Subsets,MEDIUM,52.79%,https://leetcode.com/problems/word-subsets
917,Reverse Only Letters,EASY,59.3%,https://leetcode.com/problems/reverse-only-letters
918,Maximum Sum Circular Subarray,MEDIUM,34.28%,https://leetcode.com/problems/maximum-sum-circular-subarray
919,Complete Binary Tree Inserter,MEDIUM,59.03%,https://leetcode.com/problems/complete-binary-tree-inserter
920,Number of Music Playlists,HARD,47.94%,https://leetcode.com/problems/number-of-music-playlists
921,Minimum Add to Make Parentheses Valid,MEDIUM,74.92%,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid
922,Sort Array By Parity II,EASY,70.64%,https://leetcode.com/problems/sort-array-by-parity-ii
923,3Sum With Multiplicity,MEDIUM,40.9%,https://leetcode.com/problems/3sum-with-multiplicity
924,Minimize Malware Spread,HARD,41.91%,https://leetcode.com/problems/minimize-malware-spread
925,Long Pressed Name,EASY,37.54%,https://leetcode.com/problems/long-pressed-name
926,Flip String to Monotone Increasing,MEDIUM,53.42%,https://leetcode.com/problems/flip-string-to-monotone-increasing
927,Three Equal Parts,HARD,34.65%,https://leetcode.com/problems/three-equal-parts
928,Minimize Malware Spread II,HARD,41.53%,https://leetcode.com/problems/minimize-malware-spread-ii
929,Unique Email Addresses,EASY,67.24%,https://leetcode.com/problems/unique-email-addresses
930,Binary Subarrays With Sum,MEDIUM,44.75%,https://leetcode.com/problems/binary-subarrays-with-sum
931,Minimum Falling Path Sum,MEDIUM,63.67%,https://leetcode.com/problems/minimum-falling-path-sum
932,Beautiful Array,MEDIUM,61.37%,https://leetcode.com/problems/beautiful-array
933,Number of Recent Calls,EASY,72.41%,https://leetcode.com/problems/number-of-recent-calls
934,Shortest Bridge,MEDIUM,49.77%,https://leetcode.com/problems/shortest-bridge
935,Knight Dialer,MEDIUM,46.6%,https://leetcode.com/problems/knight-dialer
936,Stamping The Sequence,HARD,48.11%,https://leetcode.com/problems/stamping-the-sequence
937,Reorder Data in Log Files,EASY,54.69%,https://leetcode.com/problems/reorder-data-in-log-files
938,Range Sum of BST,EASY,83.15%,https://leetcode.com/problems/range-sum-of-bst
939,Minimum Area Rectangle,MEDIUM,52.05%,https://leetcode.com/problems/minimum-area-rectangle
940,Distinct Subsequences II,HARD,41.55%,https://leetcode.com/problems/distinct-subsequences-ii
941,Valid Mountain Array,EASY,33.07%,https://leetcode.com/problems/valid-mountain-array
942,DI String Match,EASY,73.7%,https://leetcode.com/problems/di-string-match
943,Find the Shortest Superstring,HARD,43.46%,https://leetcode.com/problems/find-the-shortest-superstring
944,Delete Columns to Make Sorted,EASY,70.87%,https://leetcode.com/problems/delete-columns-to-make-sorted
945,Minimum Increment to Make Array Unique,MEDIUM,46.85%,https://leetcode.com/problems/minimum-increment-to-make-array-unique
946,Validate Stack Sequences,MEDIUM,64.42%,https://leetcode.com/problems/validate-stack-sequences
947,Most Stones Removed with Same Row or Column,MEDIUM,55.49%,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column
948,Bag of Tokens,MEDIUM,46.11%,https://leetcode.com/problems/bag-of-tokens
949,Largest Time for Given Digits,MEDIUM,36.19%,https://leetcode.com/problems/largest-time-for-given-digits
950,Reveal Cards In Increasing Order,MEDIUM,75.47%,https://leetcode.com/problems/reveal-cards-in-increasing-order
951,Flip Equivalent Binary Trees,MEDIUM,65.72%,https://leetcode.com/problems/flip-equivalent-binary-trees
952,Largest Component Size by Common Factor,HARD,36.29%,https://leetcode.com/problems/largest-component-size-by-common-factor
953,Verifying an Alien Dictionary,EASY,51.83%,https://leetcode.com/problems/verifying-an-alien-dictionary
954,Array of Doubled Pairs,MEDIUM,35.09%,https://leetcode.com/problems/array-of-doubled-pairs
955,Delete Columns to Make Sorted II,MEDIUM,33.9%,https://leetcode.com/problems/delete-columns-to-make-sorted-ii
956,Tallest Billboard,HARD,39.87%,https://leetcode.com/problems/tallest-billboard
957,Prison Cells After N Days,MEDIUM,40.12%,https://leetcode.com/problems/prison-cells-after-n-days
958,Check Completeness of a Binary Tree,MEDIUM,52.46%,https://leetcode.com/problems/check-completeness-of-a-binary-tree
959,Regions Cut By Slashes,MEDIUM,67.28%,https://leetcode.com/problems/regions-cut-by-slashes
960,Delete Columns to Make Sorted III,HARD,55.06%,https://leetcode.com/problems/delete-columns-to-make-sorted-iii
961,N-Repeated Element in Size 2N Array,EASY,74.58%,https://leetcode.com/problems/n-repeated-element-in-size-2n-array
962,Maximum Width Ramp,MEDIUM,46.62%,https://leetcode.com/problems/maximum-width-ramp
963,Minimum Area Rectangle II,MEDIUM,52.14%,https://leetcode.com/problems/minimum-area-rectangle-ii
964,Least Operators to Express Number,HARD,45.15%,https://leetcode.com/problems/least-operators-to-express-number
965,Univalued Binary Tree,EASY,67.9%,https://leetcode.com/problems/univalued-binary-tree
966,Vowel Spellchecker,MEDIUM,51.89%,https://leetcode.com/problems/vowel-spellchecker
967,Numbers With Same Consecutive Differences,MEDIUM,45.08%,https://leetcode.com/problems/numbers-with-same-consecutive-differences
968,Binary Tree Cameras,HARD,38.88%,https://leetcode.com/problems/binary-tree-cameras
969,Pancake Sorting,MEDIUM,68.79%,https://leetcode.com/problems/pancake-sorting
970,Powerful Integers,MEDIUM,40.03%,https://leetcode.com/problems/powerful-integers
971,Flip Binary Tree To Match Preorder Traversal,MEDIUM,50.16%,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal
972,Equal Rational Numbers,HARD,42.05%,https://leetcode.com/problems/equal-rational-numbers
973,K Closest Points to Origin,MEDIUM,64.61%,https://leetcode.com/problems/k-closest-points-to-origin
974,Subarray Sums Divisible by K,MEDIUM,50.99%,https://leetcode.com/problems/subarray-sums-divisible-by-k
975,Odd Even Jump,HARD,41.53%,https://leetcode.com/problems/odd-even-jump
976,Largest Perimeter Triangle,EASY,58.92%,https://leetcode.com/problems/largest-perimeter-triangle
977,Squares of a Sorted Array,EASY,71.88%,https://leetcode.com/problems/squares-of-a-sorted-array
978,Longest Turbulent Subarray,MEDIUM,46.66%,https://leetcode.com/problems/longest-turbulent-subarray
